YEAR,MO,DY,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,T2M,RH2M,PS,WD10M,WS10M,UVA,Wind Energy,Solar Energy
2020,10,6,6.18,6.25,32.3,54.56,99.45,190.31,3.3,14.96,187.1505255,228.888
2020,10,7,6.13,6.18,32.01,58.56,99.4,187.31,2.37,14.7,134.4681956,224.91
2020,10,8,6.24,6.29,32.35,49.06,99.47,153.06,3.5,14.97,198.5004067,229.041
2020,10,9,6.07,6.11,33.46,39,99.52,152.75,3.68,14.11,208.0579543,215.883
2020,10,10,6.37,6.39,33.67,30.62,99.51,170.69,3.8,14.89,214.6738329,227.817
2020,10,11,6.51,6.5,34.29,22.88,99.42,110.25,4,15.16,225.312783,231.948
2020,10,12,6.54,6.53,32.28,28.69,99.44,150.62,4.5,15.12,255.19631,231.336
2020,10,13,6.63,6.61,32.61,27,99.46,149.94,4.06,15.62,230.041543,238.986
2020,10,14,6.59,6.57,32.37,17.12,99.5,157.94,4.59,15.23,260.3805704,233.019
2020,10,15,6.65,6.65,32.58,19.88,99.52,154.56,4.18,15.42,237.0069306,235.926
2020,10,16,6.29,6.28,32.87,24.69,99.41,177.5,3.9,14.55,220.677128,222.615
2020,10,17,6.42,6.4,32.86,23.56,99.38,161.75,3.77,14.77,213.2638165,225.981
2020,10,18,6.44,6.41,32.31,21,99.45,154.06,4.17,14.81,236.4824674,226.593
2020,10,19,6.34,6.32,31.98,20.06,99.58,160.5,4.83,14.55,274.5660253,222.615
2020,10,20,6.41,6.38,31.35,24.69,99.62,171.44,5.34,14.61,304.3077063,223.533
2020,10,21,6.33,6.31,31.08,25.25,99.64,162.62,5.3,14.35,302.3569837,219.555
2020,10,22,6.2,6.17,32.05,20.12,99.62,147.88,5.26,14.49,299.0612921,221.697
2020,10,23,6.07,6.04,32.67,22.56,99.48,146.81,5.35,13.98,303.1350313,213.894
2020,10,24,6.07,6.04,31.72,33.38,99.41,156.56,4.82,14.25,273.7630775,218.025
2020,10,25,5.83,5.82,30.6,46.88,99.4,185.75,3.72,13.85,212.0437572,211.905
2020,10,26,5.72,5.74,30.59,52.44,99.56,193.62,2.89,13.55,165.0035147,207.315
2020,10,27,5.95,5.93,30.57,37.44,99.64,175.88,3.58,13.8,204.5765298,211.14
2020,10,28,5.94,5.92,30.23,37.75,99.68,169.5,3.6,13.7,206.0326442,209.61
2020,10,29,5.83,5.82,30.38,36.69,99.71,159.75,3.23,13.74,184.8213209,210.222
2020,10,30,5.56,5.6,30.23,41.69,99.73,162.75,3.48,13.16,199.2647915,201.348
2020,10,31,5.74,5.75,30.24,52.38,99.69,168.69,3.34,13.63,191.1653842,208.539
2020,11,1,5.52,5.52,30.44,53.19,99.73,179.31,3.15,13.1,180.244227,200.43
2020,11,2,5.28,5.49,30.44,51.38,99.89,199.81,3.31,12.77,189.703349,195.381
2020,11,3,5.31,5.38,30.09,57.25,99.95,264.62,3.02,12.8,173.3866703,195.84
2020,11,4,4.7,5.27,29.8,60.25,99.84,261.5,3.09,11.53,177.3799581,176.409
2020,11,5,5.38,5.37,29.8,54.12,99.66,260.19,4.39,12.9,251.5514931,197.37
2020,11,6,5.16,5.29,29.3,52.31,99.67,205.81,3.59,12.37,206.0714235,189.261
2020,11,7,3.61,5.21,29,55.44,99.76,182.19,2.7,9.17,155.2780467,140.301
2020,11,8,4.91,5.23,29.4,59.69,99.81,147.56,2.84,11.97,163.1953167,183.141
2020,11,9,4.45,5.15,29.8,61.94,99.92,190.31,3.46,10.98,198.7787798,167.994
2020,11,10,5.06,5.07,29.76,62.06,99.77,182.88,3.47,11.99,199.0803012,183.447
2020,11,11,5.03,5.1,29.57,59.81,99.8,225.38,4.66,11.95,267.6010397,182.835
2020,11,12,5.24,5.22,28.73,54.5,99.93,220.81,5.09,12.3,293.4889683,188.19
2020,11,13,5.25,5.24,28.2,53.44,99.92,222,5.02,12.23,289.9328335,187.119
2020,11,14,5.18,5.17,28.86,54.06,99.77,195.81,4.01,12.22,230.7466872,186.966
2020,11,15,4.5,5,28.65,58.69,99.71,186.88,3.12,10.63,179.5504624,162.639
2020,11,16,5.31,5.27,28.22,55.81,99.82,197.88,4.08,12.53,235.3911679,191.709
2020,11,17,5.24,5.2,28.39,46.5,99.88,196.5,4.27,12.3,246.3621193,188.19
2020,11,18,5.12,5.1,28.56,48.44,99.72,165.5,3.39,12.09,195.1662495,184.977
2020,11,19,4.89,4.97,28.39,61.69,99.7,166.12,3.92,11.5,225.7609105,175.95
2020,11,20,4.99,5.02,28.73,64.69,99.62,159.38,6.49,11.77,373.0519771,180.081
2020,11,21,3.31,4.77,27.28,69.62,99.81,239.06,5.58,8.29,322.9069629,126.837
2020,11,22,5.03,5.03,26.48,61.56,99.94,236.5,5.45,11.85,316.63798,181.305
2020,11,23,5.02,5.02,26.89,63.75,99.92,324.5,3.91,11.78,226.8101465,180.234
2020,11,24,5.04,5.02,27.6,62.56,99.76,254.5,3.04,11.66,175.6454246,178.398
2020,11,25,4.85,4.85,27.51,66.94,99.61,160.12,3.62,11.38,208.9047479,174.114
2020,11,26,2.98,4.55,26.8,72.38,99.66,214.25,3.9,7.59,225.709104,116.127
2020,11,27,4.43,4.76,26.48,61.38,99.8,206,4.89,10.62,283.7047187,162.486
2020,11,28,3.94,4.82,25.64,60.25,99.9,211.5,5.51,9.66,320.8953929,147.798
2020,11,29,5.08,5.04,24.34,51.81,99.94,209.81,5.3,11.76,310.1382244,179.928
2020,11,30,4.72,4.91,24.78,53.25,99.88,271.75,4.55,11.16,265.6979153,170.748
2020,12,1,5.03,5,24.2,58.56,99.85,206.12,3.66,11.45,214.0788016,175.185
2020,12,2,4.42,4.82,25.49,52.56,99.92,176.75,3.17,10.38,184.7464763,158.814
2020,12,3,3.67,4.5,26.62,52.38,99.93,200.06,3.52,8.88,204.3915025,135.864
2020,12,4,3.31,4.62,26.62,56.12,99.89,214.56,3.22,8.36,186.896931,127.908
2020,12,5,3.68,4.57,25.73,58.38,99.92,234.94,4.42,8.95,257.3891842,136.935
2020,12,6,5.12,5.08,23.9,44,100.04,178.25,4.95,11.73,290.3767087,179.469
2020,12,7,5.14,5.1,23.97,31.81,100.17,170.62,5.96,11.49,349.9971438,175.797
2020,12,8,4.98,4.93,26.67,27.88,100.04,89.56,5.45,10.98,316.7539495,167.994
2020,12,9,4.94,4.9,27.08,38.81,100.05,208.44,3.33,10.99,193.2945875,168.147
2020,12,10,4.99,4.95,26.87,37.38,99.99,156.38,3.17,11.21,184.0255299,171.513
2020,12,11,5.06,5.01,25.14,35.69,100.09,180.75,4.8,11.3,280.5470366,172.89
2020,12,12,5.04,5,24.51,34.25,100.01,174.19,3.13,11.16,183.1807111,170.748
2020,12,13,4.98,4.94,25.56,38.31,99.95,146.81,2.91,11.13,169.6049326,170.289
2020,12,14,4.68,4.68,26.76,54.56,99.83,159.25,3.77,10.68,218.5867977,163.404
2020,12,15,4.18,4.7,26.83,71.06,99.85,189.25,4.25,9.97,246.4093321,152.541
2020,12,16,3.66,4.42,25.81,66.06,99.96,276.62,2.78,8.77,161.9087842,134.181
2020,12,17,4.07,4.54,24.76,57.12,100.03,207.25,4.35,9.7,254.4174512,148.41
2020,12,18,4.24,4.58,24.63,49.19,100,183.94,3.7,9.95,216.4305941,152.235
2020,12,19,4.37,4.51,24.9,51.62,99.99,165.62,2.84,10.03,165.9580164,153.459
2020,12,20,4.46,4.66,25.66,56.88,100.02,167.12,3.24,10.52,188.9074937,160.956
2020,12,21,4.36,4.46,26.43,56.88,100.02,176.06,2.9,10.16,168.6492774,155.448
2020,12,22,4.55,4.55,27.12,59.25,99.98,182.5,3.15,10.67,182.6939625,163.251
2020,12,23,4.25,4.43,26.82,64.94,99.87,193.5,3.16,9.85,183.2553923,150.705
2020,12,24,4.48,4.56,26.3,68.06,99.81,241.31,3.72,10.3,215.9758198,157.59
2020,12,25,3.99,4.37,26.84,58.38,99.72,159.81,2.78,9.32,160.965477,142.596
2020,12,26,3.4,4.09,27.17,60.81,99.69,183.69,3.8,8.03,219.7168634,122.859
2020,12,27,3.69,4.32,26.98,60.88,99.78,171.75,6.23,8.89,360.773468,136.017
2020,12,28,4.32,4.5,26.84,65.56,99.89,180.38,3.45,10.11,200.0998593,154.683
2020,12,29,4.33,4.64,26.81,65.06,99.88,175.56,2.59,10.23,150.2198784,156.519
2020,12,30,4.42,4.55,26.74,64.75,99.8,163.94,3.12,10.33,180.8571173,158.049
2020,12,31,3.39,4.38,26.37,68.69,99.76,180.25,3.11,8.27,180.4278008,126.531
2021,1,1,3.86,4.35,26.16,69.88,99.81,186.25,2.33,9.2,135.3384514,140.76
2021,1,2,4.55,4.56,26.49,65.06,99.97,168.88,2.87,10.51,166.7877898,160.803
2021,1,3,4.75,4.77,26.55,64.25,99.98,185.94,2.81,11.03,163.2845759,168.759
2021,1,4,4.64,4.64,26.11,67.56,99.93,184.69,2.85,10.71,165.7694624,163.863
2021,1,5,4.68,4.67,26.05,67.81,99.93,188.62,3.04,10.81,176.8562186,165.393
2021,1,6,4.54,4.54,26.09,67.38,100,195.06,3.01,10.48,175.2101666,160.344
2021,1,7,4.43,4.48,26.59,63.69,99.87,194.12,3.13,10.31,181.6549086,157.743
2021,1,8,4.64,4.62,26.95,55.25,99.7,187,2.71,10.74,156.823415,164.322
2021,1,9,4.16,4.51,26.18,53.5,99.77,183.56,3.02,9.73,175.3352039,148.869
2021,1,10,4.46,4.6,24.49,62.94,99.86,118.94,2.09,10.41,122.1403064,159.273
2021,1,11,4.75,4.72,23.12,49.69,100.03,124.31,3.23,10.76,189.9579905,164.628
2021,1,12,4.91,4.86,22.59,48.31,100.16,148.62,5.54,10.96,326.8183742,167.688
2021,1,13,5.07,5.03,23.58,50.31,100.06,158.56,3.2,11.65,187.9582849,178.245
2021,1,14,4.73,4.92,24.73,68.38,99.82,159.94,4.34,11.24,253.3252051,171.972
2021,1,15,3.65,4.78,24.23,70.12,99.85,280,2.97,8.85,173.7021582,135.405
2021,1,16,5.03,5,23.19,66.5,99.8,172.88,3.19,11.74,187.1299928,179.622
2021,1,17,5.22,5.18,23,65.25,99.9,187.81,4.28,12.12,251.4837765,185.436
2021,1,18,5.42,5.38,21.41,49.81,100.08,204.81,6.48,12.38,383.496129,189.414
2021,1,19,5.47,5.42,21.84,51.75,99.99,231.38,5.21,12.57,307.6092926,192.321
2021,1,20,5.16,5.15,21.67,60.12,100.21,216.75,5.1,12,301.9511928,183.6
2021,1,21,5.05,5.06,23.35,49.44,100.11,116,4.13,11.67,242.8931507,178.551
2021,1,22,4.33,4.35,24.95,40.5,99.96,152.75,4.52,9.7,264.0068281,148.41
2021,1,23,4.31,4.53,25.51,48.62,99.9,173,3.61,9.95,210.3333227,152.235
2021,1,24,4.79,4.77,25.44,58.25,99.95,177.31,3,11,174.9207165,168.3
2021,1,25,4.72,4.74,25.26,56.94,100.05,182.5,2.86,10.8,167.0252793,165.24
2021,1,26,4.79,4.83,25.54,61.38,99.99,176.94,2.86,11.05,166.7686341,169.065
2021,1,27,4.88,4.94,25.47,67.12,99.86,153.56,3.68,11.41,214.3546664,174.573
2021,1,28,5.22,5.24,25.3,68.75,99.9,170.69,4.24,12.35,247.2135179,188.955
2021,1,29,4.27,5.14,23.99,68.25,100.13,274.94,4.34,10.23,254.7447719,156.519
2021,1,30,5.71,5.71,21.5,48.94,100.19,202.5,6.05,13.05,358.3321365,199.665
2021,1,31,5.36,5.33,23.1,48.94,99.93,184.69,3.45,12.34,202.7071542,188.802
2021,2,1,5.27,5.26,24.63,61.31,99.98,159.81,3.7,12.42,216.387308,190.026
2021,2,2,5.08,5.11,25.68,67.25,100.05,160.62,4.25,11.95,247.8530579,182.835
2021,2,3,5.35,5.46,25.96,65.44,99.92,160.62,4,12.71,232.7522763,194.463
2021,2,4,5.27,5.32,26.11,68.12,99.64,194.44,5.84,12.46,338.6962182,190.638
2021,2,5,1.6,5.08,22.15,66.62,99.87,321.5,5.27,4.55,310.4521496,69.615
2021,2,6,4.74,5.72,20.08,68.44,100.09,315.25,3.7,11.61,219.9867208,177.633
2021,2,7,5.99,5.97,21.91,49.88,100.03,113.81,5.44,13.75,321.2412326,210.375
2021,2,8,5.58,5.58,24.07,42.06,100.05,129.88,5.73,12.85,335.9743622,196.605
2021,2,9,5.42,5.39,24.33,49.38,100.22,164.38,4.35,12.55,255.269152,192.015
2021,2,10,5.42,5.51,24.65,54.38,100.07,158.75,3.23,12.79,189.057618,195.687
2021,2,11,5.76,5.75,25.3,59,99.85,161.31,2.26,13.7,131.7035188,209.61
2021,2,12,5.74,5.76,25.4,62.06,99.73,167.62,2.38,13.75,138.483539,210.375
2021,2,13,4.95,5.71,25.44,64.88,99.77,203.81,2.5,12.17,145.5047514,186.201
2021,2,14,5.85,5.84,25.96,62.5,99.82,169.44,2.9,13.95,168.5765198,213.435
2021,2,15,5.91,5.89,25.95,63.25,99.74,173.31,2.93,14,170.1896027,214.2
2021,2,16,5.84,5.82,25.73,62,99.41,153.75,5.17,13.66,299.5271647,208.998
2021,2,17,3.77,5.38,23.19,67.81,99.75,303.12,6.17,9.32,361.7597501,142.596
2021,2,18,5.4,6.16,20.26,52.31,100.3,298,6.98,13.07,415.6175686,199.971
2021,2,19,6.01,6.19,20.51,47.62,100.2,248,5.98,13.99,355.4156639,214.047
2021,2,20,5.99,6.31,21.41,52.94,100.1,258.94,4.73,14.12,279.9844425,216.036
2021,2,21,6.28,6.38,21.5,50.62,100.07,224.12,4.36,14.62,257.9267565,223.686
2021,2,22,5.69,6.2,22.93,48.31,99.97,216.44,3.82,13.62,224.6655256,208.386
2021,2,23,3.97,5.84,23.81,56.56,100.03,211.75,3.76,9.99,220.613768,152.847
2021,2,24,6.3,6.33,21.88,58.38,100.08,224.5,6.5,14.98,384.0669417,229.194
2021,2,25,6.77,6.75,21.55,47.94,100.06,207.06,5.72,15.55,338.2897543,237.915
2021,2,26,6.2,6.38,23.44,42.06,99.82,213.44,4.11,14.45,240.9435676,221.085
2021,2,27,5.51,6.22,23.91,61.12,99.75,207.44,3.02,13.23,176.6396208,202.419
2021,2,28,4.77,6.23,23.52,64.81,99.81,244.75,3.85,11.8,225.6179281,180.54
2021,3,1,6.89,6.88,22.69,50,99.99,228.06,5.5,15.91,323.7984886,243.423
2021,3,2,5.57,6.45,23.69,45.06,99.94,214.56,4.88,13.44,286.1865356,205.632
2021,3,3,5.5,6.34,24.45,58.62,99.89,248.81,3.64,13.66,212.815337,208.998
2021,3,4,6.1,6.42,23.84,60.62,99.96,257.19,4.92,14.77,288.4443105,225.981
2021,3,5,6.68,6.67,24.92,46.75,100.03,224.94,5.29,16.1,309.2289362,246.33
2021,3,6,6.39,6.42,26.51,47.94,99.88,204.31,3.62,15.21,210.170028,232.713
2021,3,7,6.03,6.07,26.89,46.69,99.7,172.69,3.77,13.84,218.2075659,211.752
2021,3,8,6.24,6.29,27.11,49.06,99.62,159.94,3.82,14.47,220.7622812,221.391
2021,3,9,6.42,6.48,27.31,43.62,99.68,159.31,3.85,15.03,222.4818305,229.959
2021,3,10,6.64,6.7,27.36,50,99.67,164.44,3.3,15.62,190.6478548,238.986
2021,3,11,6.55,6.6,28.42,46.06,99.54,175.25,3.05,15.29,175.3564694,233.937
2021,3,12,6.74,6.78,28.8,45.25,99.52,202.56,3.75,16.05,215.2876188,245.565
2021,3,13,6.77,6.81,28.12,50.19,99.58,192.56,3.81,16.05,219.3580937,245.565
2021,3,14,6.42,6.51,27.96,49,99.48,179.69,3.36,15.15,193.3580815,231.795
2021,3,15,6.63,6.65,28.05,52.81,99.37,165.94,4.66,15.51,267.7926742,237.303
2021,3,16,6.77,6.79,28.28,46.5,99.44,164.75,5.27,15.8,302.8291729,241.74
2021,3,17,6.85,6.9,28.39,43.62,99.51,158.19,3.75,16.29,215.5586806,249.237
2021,3,18,6.69,6.79,28.52,47.31,99.6,191.06,3.02,15.9,173.6787206,243.27
2021,3,19,6.88,6.98,28.26,50.25,99.65,255.06,3.99,16.57,229.7761746,253.521
2021,3,20,7.15,7.19,29.26,37.62,99.59,154.12,3.68,17.12,211.095928,261.936
2021,3,21,6.93,6.99,28.71,42.19,99.49,143.94,4.03,16.33,231.3616444,249.849
2021,3,22,6.62,6.71,29.13,45.25,99.59,147.75,3.94,15.73,226.1075133,240.669
2021,3,23,7.01,7.04,29.59,32,99.52,156.88,6.92,16.5,396.2407239,252.45
2021,3,24,7.08,7.28,29.89,28.69,99.34,166,8.45,16.8,482.4956035,257.04
2021,3,25,6.99,7.05,27.98,53.5,99.49,233.25,4.22,16.7,242.8568238,255.51
2021,3,26,6.98,7.02,27.04,47.38,99.68,242.62,5.31,16.55,307.1275552,253.215
2021,3,27,7.06,7.08,26.33,45.06,99.85,272.94,5.76,16.57,334.51468,253.521
2021,3,28,6.84,6.96,27.37,47.44,99.8,300.94,5.03,16.38,290.9628884,250.614
2021,3,29,6.39,6.6,28.07,51.25,99.66,311.81,4.33,15.04,249.5384241,230.112
2021,3,30,6.75,6.79,27.83,56.56,99.51,283.25,3.82,16.19,219.9909952,247.707
2021,3,31,6.86,6.9,27.84,54.38,99.55,209,4,16.59,230.4420032,253.827
2021,4,1,6.08,6.74,27.84,47.31,99.66,320.62,4.98,14.67,287.2173109,224.451
2021,4,2,6.04,7.01,26.86,41.5,99.84,335.12,7.86,14.68,455.6211129,224.604
2021,4,3,6.84,6.99,25.78,44.56,99.84,336.75,7.88,16.08,458.4307499,246.024
2021,4,4,6.83,7.01,27.07,45.44,99.69,279.06,5.52,16.01,319.2739654,244.953
2021,4,5,6.57,6.63,28.43,47.5,99.6,233.5,3.4,15.07,195.5906868,230.571
2021,4,6,6.91,7,29.52,41.38,99.55,155.5,3.97,16.31,227.4441901,249.543
2021,4,7,7.17,7.24,30.85,32.62,99.6,156.81,5.24,17,299.0401452,260.1
2021,4,8,6.84,7.09,30.91,31.44,99.45,154.62,5.02,16.07,285.9971245,245.871
2021,4,9,7.04,7.2,30.04,32.44,99.24,169.12,4.09,16.53,233.1887765,252.909
2021,4,10,7.35,7.43,28.74,44,99.34,230.06,4.84,17.63,277.4171099,269.739
2021,4,11,7.75,7.78,26.34,45.62,99.64,336.94,7.01,18.73,406.2392335,286.569
2021,4,12,7.48,7.52,25.88,49.75,99.7,324.19,5.3,18.19,307.8000742,278.307
2021,4,13,7.67,7.83,26.83,46.25,99.73,270.5,5.05,18.7,292.4403867,286.11
2021,4,14,7.57,7.69,27.57,42.88,99.62,319.25,5.09,17.87,293.7071101,273.411
2021,4,15,5.54,7.15,28.7,45.31,99.49,212.69,3.18,13.81,182.5693308,211.293
2021,4,16,6.74,6.85,30.88,46.69,99.39,155.69,3.51,16.16,199.8691754,247.248
2021,4,17,6.57,6.9,31.46,42.25,99.5,180.12,3.44,15.98,195.7265855,244.494
2021,4,18,7.05,7.39,31.34,45.38,99.71,138.31,5.76,17.49,328.5493548,267.597
2021,4,19,7.32,7.41,30.98,43,99.62,152.56,4.55,17.79,259.6038478,272.187
2021,4,20,7.59,7.66,31.11,41.75,99.49,149,4.02,18.71,228.9670961,286.263
2021,4,21,7.55,7.61,31.56,36.25,99.46,163.38,4.34,18.29,246.7538459,279.837
2021,4,22,7.3,7.77,31.64,34.75,99.46,169.44,3.05,17.61,173.3644449,269.433
2021,4,23,7.24,7.57,32.4,34.31,99.36,195,3.05,17.45,172.7593603,266.985
2021,4,24,7.3,7.41,32.5,34.19,99.26,199.62,2.45,17.38,138.5888874,265.914
2021,4,25,6.25,7.32,32.46,38.06,99.29,179,2.77,15.3,156.7581654,234.09
2021,4,26,7.31,7.41,32.27,42.31,99.31,170.5,4.09,17.83,231.6494483,272.799
2021,4,27,6.9,7.65,31.33,50.62,99.4,200.88,3.09,17.15,175.7108364,262.395
2021,4,28,7.28,7.41,30.21,62.06,99.46,261.5,4.59,17.81,262.1291251,272.493
2021,4,29,7.19,7.35,30.57,61.44,99.48,226.81,2.7,17.68,154.0418064,270.504
2021,4,30,6.74,7.33,31.34,45.5,99.37,152.5,3.44,16.51,195.5478977,252.603
2021,5,1,6.88,7.32,30.8,55.38,99.45,185,2.77,16.58,157.8682744,253.674
2021,5,2,7.73,7.83,30.19,56.94,99.37,192.69,2.52,18.88,143.7932836,288.864
2021,5,3,7.46,7.71,29.78,60.5,99.41,222.31,3.48,18.29,198.9204743,279.837
2021,5,4,7.83,7.89,31.19,46.06,99.28,181.81,3.34,19.16,189.7848986,293.148
2021,5,5,7.68,7.8,32.82,37.56,99.27,171.56,3.01,18.74,170.1054092,286.722
2021,5,6,7.68,7.79,32.82,38.75,99.38,182.56,3.07,18.69,173.688464,285.957
2021,5,7,7.7,7.79,32.73,44.38,99.45,202.81,2.8,18.73,158.5711553,286.569
2021,5,8,7.63,7.7,32.39,44.69,99.43,198.75,3.14,18.48,177.9883046,282.744
2021,5,9,7.63,7.84,32.83,36.06,99.24,165.69,2.65,18.27,149.7104247,279.531
2021,5,10,7.28,7.89,33.05,38.38,99.3,203.12,2.48,17.6,140.0903422,269.28
2021,5,11,7.98,8.06,32.93,37.81,99.28,190.06,3.39,19.2,191.5309519,293.76
2021,5,12,7.77,7.87,32.87,43.75,99.23,195.62,3.82,18.89,215.7590378,289.017
2021,5,13,7.46,7.67,32.65,47.69,99.28,259.88,3.43,18.31,193.9683451,280.143
2021,5,14,8.16,8.23,31.82,38.62,99.3,279.88,6.11,19.62,346.5339525,300.186
2021,5,15,8.26,8.34,30.37,44.12,99.14,232.44,4.8,20.04,273.0959701,306.612
2021,5,16,8.3,8.38,31.17,41.19,99.14,206.81,3.34,19.89,189.529728,304.317
2021,5,17,8.41,8.52,32.05,30.56,99.23,193.75,3.64,20,206.1447595,306
2021,5,18,8.27,8.35,32.15,32.31,99.21,224.62,4.57,19.77,258.676692,302.481
2021,5,19,7.94,8.05,32.86,41.12,99.2,236.44,3.88,19.09,219.0888279,292.077
2021,5,20,7.9,8.01,34.16,30.12,99.19,243,4.41,19.23,247.9375128,294.219
2021,5,21,7.85,7.93,34.77,29.38,99.15,218.06,5.57,18.97,312.4082318,290.241
2021,5,22,7.68,7.76,34.35,31.19,99.15,195.12,4.19,18.77,235.328255,287.181
2021,5,23,7.52,7.68,32.89,43.38,99.13,218.12,3.61,18.31,203.6791472,280.143
2021,5,24,7.45,7.64,33.37,41.25,99.27,184.12,3.05,18.12,172.0566637,277.236
2021,5,25,7.56,7.76,34.26,37.5,99.28,196.62,2.59,18.51,145.6988067,283.203
2021,5,26,7.24,7.64,35.3,34.56,99.13,278.31,4.62,17.44,258.6275349,266.832
2021,5,27,7.44,7.63,34.19,38.12,99.19,151.56,3.54,18.01,199.005243,275.553
2021,5,28,7.05,7.27,33.84,46.69,99.32,203.5,3.92,16.87,220.9077754,258.111
2021,5,29,7.11,7.29,33.97,43.88,99.35,216.94,3.39,17.26,191.0169576,264.078
2021,5,30,7.07,7.24,32.83,51.38,99.31,260.5,3.55,16.93,200.6969386,259.029
2021,5,31,7.25,7.47,35.72,41,99.02,248.25,4.61,17.6,257.4308392,269.28
2021,6,1,7.68,7.79,36.35,40.81,98.82,221.12,3.91,18.62,217.4570072,284.886
2021,6,2,7.27,7.64,36.87,29.88,98.97,204.25,4.26,17.55,236.8840996,268.515
2021,6,3,7.27,7.57,33.76,50.25,99.15,295.56,4.02,17.76,226.2143679,271.728
2021,6,4,7.31,7.61,33.97,47.31,99.21,308.31,3.87,17.7,217.7563201,270.81
2021,6,5,7.61,7.82,33.01,53.69,99.23,274.94,2.95,18.79,166.5440077,287.487
2021,6,6,7.4,7.54,32.58,55.75,99.29,265.69,3.42,17.98,193.4666063,275.094
2021,6,7,7.4,7.66,33.4,51.88,99.19,320.56,4.27,18.14,240.6616544,277.542
2021,6,8,7.16,7.38,33.87,47.44,98.99,289.75,3.09,17.2,173.5384002,263.16
2021,6,9,7.29,7.46,35.4,38.88,98.98,306.94,5.42,17.46,302.8542262,267.138
2021,6,10,7.62,7.7,36.25,34.5,98.87,296.19,6.45,18.32,359.01814,280.296
2021,6,11,7.7,7.83,35.76,33.94,98.76,223.12,5.69,18.55,316.8646807,283.815
2021,6,12,7.27,7.56,36.37,34.75,98.78,195.56,4.05,17.34,225.1374701,265.302
2021,6,13,7.52,7.61,37.62,23.69,98.9,162.44,3.64,17.88,201.7767119,273.564
2021,6,14,7.48,7.7,37.01,24,98.99,177.75,5,17.59,277.9636422,269.127
2021,6,15,7.18,7.35,33.04,47.88,99.09,286.5,4.59,16.91,258.7402326,258.723
2021,6,16,7.05,7.39,32.5,52.69,99.15,324.56,5.95,16.88,336.2000218,258.264
2021,6,17,6.63,7.35,33.49,52.31,99.15,317.75,5.79,16.08,326.1031014,246.024
2021,6,18,6.89,7.4,34.36,47.19,99.08,328.62,5.77,16.58,323.8284648,253.674
2021,6,19,7.24,7.55,34.39,39.94,99.09,337.5,5.95,17.33,333.9316914,265.149
2021,6,20,6.87,7.45,33.68,46.06,99.1,300.69,6.39,16.59,359.4919301,253.827
2021,6,21,7.37,7.7,34.02,40.44,99.09,288.81,6.39,17.96,359.0577805,274.788
2021,6,22,7.66,7.79,34.57,41.44,98.98,333.75,7.17,18.47,401.7198895,282.591
2021,6,23,7.69,7.99,35.79,36.25,98.92,303.69,4,18.46,223.0911848,282.438
2021,6,24,7.37,7.53,34.94,42.06,98.96,290.12,3.62,17.46,202.5364102,267.138
2021,6,25,7.2,7.7,35.01,38.38,98.9,275.62,4.56,17.41,254.9161331,266.373
2021,6,26,7.44,7.67,34.72,39.06,98.71,316.5,6.31,17.78,352.3997508,272.034
2021,6,27,7.77,7.85,35.21,33.19,98.76,262.25,5.78,18.61,322.4507087,284.733
2021,6,28,7.83,7.94,34.79,35.62,98.95,231.31,2.78,18.89,155.5990504,289.017
2021,6,29,7.59,7.71,34.93,35.81,98.89,224.12,3.43,17.98,191.7765248,275.094
2021,6,30,7.58,7.78,34.25,41.12,98.98,192,3.42,18.45,191.8148142,282.285
2021,7,1,7.26,7.46,33.85,45,99.07,232.56,4.02,17.42,225.9655816,266.526
2021,7,2,7.34,7.5,33.44,54.12,98.91,313.19,4.72,17.59,265.2385641,269.127
2021,7,3,7.78,7.85,34.26,49.06,98.72,302.81,4.28,18.77,239.4106016,287.181
2021,7,4,7.43,7.68,34.69,43.81,98.7,293.62,3.02,17.6,168.6597679,269.28
2021,7,5,7.53,7.63,33.94,51.19,98.83,284.38,4.79,18.01,268.5165679,275.553
2021,7,6,7.39,7.47,33.57,50.62,98.7,283.69,6.74,17.46,377.7873457,267.138
2021,7,7,7.5,7.7,34.08,48.31,98.66,318.94,5.93,17.81,331.6993624,272.493
2021,7,8,6.25,7.26,33.44,54.69,98.89,282.19,3.85,15.11,216.3055058,231.183
2021,7,9,7.25,7.46,34.44,44.69,98.84,316.44,5.08,17.47,284.3391691,267.291
2021,7,10,6.83,7.21,33.33,51.81,98.71,292.25,5.53,16.09,310.2391468,246.177
2021,7,11,6.57,7.27,33.93,43.5,98.9,232.75,5.17,15.81,290.0332278,241.893
2021,7,12,7.24,7.35,34.22,40.12,99.01,288.38,5.66,17.29,317.5751177,264.537
2021,7,13,6.78,7.33,33.3,49.06,98.84,332.19,6.42,16.23,360.6787802,248.319
2021,7,14,7.09,7.42,32.93,53.25,98.74,307.75,5.34,16.87,300.0626085,258.111
2021,7,15,6.95,7.31,33.3,42.81,98.85,215.88,3.34,16.39,187.661839,250.767
2021,7,16,7.47,7.63,34.25,34.75,98.93,230.75,3.96,18.02,221.9891688,275.706
2021,7,17,6.25,7.35,34.83,32.88,98.74,297.38,3.51,14.66,196.0153931,224.298
2021,7,18,5.33,7.21,34.55,36.81,98.76,228.81,2.98,12.88,166.6028024,197.064
