YEAR,MO,DY,CLRSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DWN,T2M,RH2M,PS,WS10M,WD10M,UVA,Wind Energy,Solar Energy
2021,3,8,5.87,5.46,19.88,41.44,101.25,3.13,239.62,12.3,188.3821449,188.19
2021,3,9,5.57,4.97,22.26,44.25,101.14,5.23,268.69,11.15,311.8975036,170.595
2021,3,10,5.32,4.62,21.52,54.88,101.46,5.52,336.19,10.2,331.0628624,156.06
2021,3,11,5.79,4.68,23.65,43.38,101.14,3.3,198.94,11.12,195.8779029,170.136
2021,3,12,4.97,4.52,26.89,30.44,100.36,7.97,222.25,9.55,464.3572926,146.115
2021,3,13,4.64,4.57,20.8,44.5,101.3,7.45,342.06,9.12,447.2029984,139.536
2021,3,14,6.44,6.28,18.97,48.38,101.36,5.01,251.56,13.92,302.7997337,212.976
2021,3,15,5.72,4.55,20.08,45.44,101.23,2.45,208.88,10.3,147.325992,157.59
2021,3,16,4.89,3.87,22.18,59.62,101.06,3.87,130.75,7.91,230.672141,121.023
2021,3,17,5.57,4.75,24.75,52.06,100.79,5.23,142.38,10.61,308.2201901,162.333
2021,3,18,5.9,5.41,28.58,25.38,100.5,5.44,220.06,12.17,315.6159349,186.201
2021,3,19,5.48,5.26,23.58,50.5,100.99,7.38,339.12,11.51,437.5077299,176.103
2021,3,20,5.58,5.43,21.98,49.31,101.25,7.27,340,11.94,434.4387326,182.682
2021,3,21,6.44,6.33,22.15,39.5,101.11,5,243.31,14.28,298.203764,218.484
2021,3,22,6.38,6.18,24.39,32.75,101.04,2.55,122.69,13.84,150.8344738,211.752
2021,3,23,6.24,5.98,25.08,37.44,101.08,2.98,183.75,13.74,175.9311016,210.222
2021,3,24,6.41,6.13,27.79,33,100.69,5.43,168.94,13.59,316.4599149,207.927
2021,3,25,6.26,5.95,28.58,36.81,100.64,6.54,164.94,13.4,379.9639001,205.02
2021,3,26,5.98,5.83,26.16,65.06,100.94,2.98,167.69,13.29,175.0534969,203.337
2021,3,27,6.38,6.26,26.48,47.19,100.94,5.35,250.75,14.09,313.938256,215.577
2021,3,28,4.78,4.77,21.41,41.12,101.54,10.92,335.44,9.34,655.689878,142.902
2021,3,29,5.79,5.68,20.62,43.56,101.51,9.13,331.62,12.39,549.5214068,189.567
2021,3,30,6.17,6.03,21.6,42.88,101.27,6.72,332.25,13.32,402.1691214,203.796
2021,3,31,6.59,6.48,24.55,32.75,101.02,3.22,228.31,14.22,190.3254452,217.566
2021,4,1,6.35,5.98,27.06,33,100.88,4.17,157.88,13.53,244.0778826,207.009
2021,4,2,6.34,6.04,29.48,25.94,100.69,3.73,197.12,13.64,216.1701122,208.692
2021,4,3,5.82,5.63,24.73,38.75,100.99,9.86,318.12,12.48,582.2726551,190.944
2021,4,4,5.49,5.4,22.23,43.25,101.42,8.88,334.56,11.31,531.0897736,173.043
2021,4,5,6.12,6.05,22.48,42.94,101.5,8.49,333.81,12.78,507.7356785,195.534
2021,4,6,6.96,6.8,22.76,43.69,101.41,7.13,328.06,15.02,425.6210744,229.806
2021,4,7,6.92,6.69,24.73,38.5,101.27,4.5,257.94,15.09,266.4798847,230.877
2021,4,8,7.15,6.63,25.94,33.25,100.89,3.8,206.69,15.3,223.2761213,234.09
2021,4,9,6.71,6.31,26.33,37.56,100.5,4.31,152.75,14.18,251.9346836,216.954
2021,4,10,6.65,5.97,27.23,44.94,100.56,5.63,141.5,13.62,328.3031878,208.386
2021,4,11,6.63,5.9,26.4,66.19,100.74,4.99,111.56,13.42,292.3113114,205.326
2021,4,12,6.66,6.28,25.88,64.12,100.89,3.45,142.5,14.73,202.7518891,225.369
2021,4,13,6.21,3.06,26.03,62.06,100.88,5.17,86.69,7.71,303.6515567,117.963
2021,4,14,6.53,4.67,26.73,61.69,100.91,4.89,148.88,11.6,286.6210062,177.48
2021,4,15,6.08,5.79,25.02,48,101.14,7.59,330.94,12.8,448.4491787,195.84
2021,4,16,7.25,5.6,24.87,40.75,101.13,6.08,328.19,13.28,359.3772899,203.184
2021,4,17,7.43,6.18,25.99,34.62,101.09,4.89,259,14.48,287.8425673,221.544
2021,4,18,7.14,6.73,27.36,32.44,101.09,5.03,249.19,15.25,294.733639,233.325
2021,4,19,7.19,6.77,27.87,37.75,100.95,5.23,326.06,15.48,305.5097775,236.844
2021,4,20,7.12,6.91,28.8,36.62,100.77,3.28,207.19,15.49,190.670068,236.997
2021,4,21,7.37,6.86,29.53,37.69,100.86,2.72,144.88,15.82,157.876175,242.046
2021,4,22,7.24,7.03,29.94,39,100.92,2.34,126.44,15.82,135.7169043,242.046
2021,4,23,7.01,6.79,30.12,37.5,100.77,2.52,106.19,14.92,145.8528102,228.276
2021,4,24,7.01,6.67,30.67,34.44,100.64,3.26,205.25,14.72,188.0980624,225.216
2021,4,25,6.99,6.32,31.59,30,100.68,2.53,196.75,13.97,145.5950862,213.741
2021,4,26,7.11,6.43,30.99,40.25,100.58,3.18,155.81,14.76,183.1798347,225.828
2021,4,27,6.83,6.4,32.23,38.69,100.5,4.45,154.81,14.81,255.0926439,226.593
2021,4,28,7.11,6.3,30.55,47.5,100.65,3.84,120.81,15.15,221.6729316,231.795
2021,4,29,6.83,6.42,29.26,43.25,100.86,5.36,256.06,14.91,311.3866996,228.123
2021,4,30,7.13,6.72,29.05,35.81,100.66,4.29,217.69,15,248.9041922,229.5
2021,5,1,7.06,6.78,30.38,35,100.45,3.49,194.25,15.38,201.1806464,235.314
2021,5,2,7.18,6.82,29.82,50.75,100.39,2.96,137.19,15.86,170.8421355,242.658
2021,5,3,6.87,5.05,29.53,46.44,100.38,4.23,75.69,12.22,244.3522186,186.966
2021,5,4,6.95,6.62,29.41,51.56,100.39,2.65,119.69,15.21,153.1571477,232.713
2021,5,5,7.08,6.82,29.79,44,100.63,2.7,186.19,15.44,156.2237538,236.232
2021,5,6,7.08,6.86,30.9,36.12,100.66,3.25,150.56,15.38,187.4164608,235.314
2021,5,7,7.41,7.05,32.01,32.19,100.57,3.77,164.25,16.35,216.4186319,250.155
2021,5,8,7.16,6.88,30.73,42.12,100.64,4.94,184.88,15.85,284.9757547,242.505
2021,5,9,7.45,7.15,30.7,40,100.58,4.39,233.44,16.78,253.1216915,256.734
2021,5,10,7.17,6.89,31.79,31.5,100.48,3.6,234.19,15.19,206.6237239,232.407
2021,5,11,7.31,6.95,32.87,29.38,100.43,2.88,187.5,15.61,164.6336447,238.833
2021,5,12,7.43,7.05,33.01,32.31,100.33,3.07,131.5,16.38,175.2399787,250.614
2021,5,13,7.26,6.83,33.19,32.56,100.25,3.34,189.62,15.95,190.3880094,244.035
2021,5,14,7.41,6.86,33.19,31.38,100.14,3.72,245.44,16.09,211.8162486,246.177
2021,5,15,7.34,6.77,33.8,27.25,99.99,3.38,201.19,15.3,191.7865223,234.09
2021,5,16,7.32,6.84,32.81,37.25,100.16,3.12,90.94,15.79,177.9085052,241.587
2021,5,17,7.49,7.04,33.36,32.88,100.32,2.88,103.25,16.27,164.1904209,248.931
2021,5,18,7.76,7.39,34.08,27.94,100.31,2,130.75,16.96,113.7425756,259.488
2021,5,19,7.44,6.97,34.73,29,100.3,3.41,205.44,16.41,193.5023694,251.073
2021,5,20,7.62,7.4,34.44,37.88,100.28,5.77,339.44,17,327.6652455,260.1
2021,5,21,7.47,7.17,35.17,34.44,100.25,5.84,342.94,16.17,330.7561927,247.401
2021,5,22,7.41,7.07,36.29,24.69,100.08,3.2,198.56,16.06,180.274075,245.718
2021,5,23,7.37,6.47,36.15,27.88,100.01,2.99,149.88,15.22,168.4019627,232.866
2021,5,24,7.14,6.52,34.75,42.06,100.27,3.67,147.06,15.02,208.1804023,229.806
2021,5,25,7.14,6.5,35.93,42,100.11,3.81,140.44,14.96,214.9532355,228.888
2021,5,26,6.31,6.2,33.22,41.06,100.41,7.65,274.38,13.3,436.7215461,203.49
2021,5,27,7.24,7.06,33.46,35.12,100.43,5.73,333.31,15.8,326.9220569,241.74
2021,5,28,7.51,7.23,35.13,31.56,100.3,5.28,257.56,16.68,299.227813,255.204
2021,5,29,7.39,7.06,35.76,24.75,100.28,3.52,168.94,15.98,199.0386762,244.494
2021,5,30,7.5,7.23,35.26,31.38,100.34,5.77,343.56,16.74,326.9895786,256.122
2021,5,31,7.42,7.18,36.12,36.88,100.13,6.27,217.12,16.78,353.5952447,256.734
2021,6,1,7.41,7.21,35.2,38.19,100.03,7.22,334.06,16.9,407.9772693,258.57
2021,6,2,7.69,7.5,34.99,36.94,100.03,7.24,335.44,17.23,409.3862103,263.619
2021,6,3,7.6,7.36,35.34,44.94,100.13,6.98,340.5,17.24,394.6308214,263.772
2021,6,4,7.75,7.49,35.59,40.56,100.17,6.7,335.75,17.59,378.6448286,269.127
2021,6,5,7.65,7.21,36.56,38.31,99.93,5.73,331.5,17.21,322.0384549,263.313
2021,6,6,7.17,6.93,36.87,38.12,99.88,6.31,280.69,15.96,354.1038382,244.188
2021,6,7,7.53,7.32,35.97,42.56,100.08,8.29,320.69,17.27,467.5059856,264.231
2021,6,8,7.26,7.07,34.87,36.44,100.13,7.98,338.12,15.82,451.8566145,242.046
2021,6,9,7.57,7.41,35.12,34.88,99.92,7.54,333.94,16.84,425.7012858,257.652
2021,6,10,7.28,7.05,34.92,36.56,99.83,8.25,332.12,16.22,465.6697899,248.166
2021,6,11,6.1,6.01,34.96,31.31,99.79,10.73,326.31,12.32,605.3316806,188.496
2021,6,12,6.9,6.78,33.87,34.38,99.89,9.77,328.19,15.24,553.6844958,233.172
2021,6,13,7.25,7.11,33.46,33.25,99.91,8.46,320,16.22,480.1815399,248.166
2021,6,14,7.02,6.87,34.25,29.88,99.75,7.27,317.69,15.38,410.9186997,235.314
2021,6,15,7.45,7.25,34.81,34.19,99.57,5.86,264.81,16.13,330.0230437,246.789
2021,6,16,6.85,6.71,35.51,31.19,99.77,8.58,326.94,14.62,483.0803378,223.686
2021,6,17,6.15,5.96,34.65,25.94,99.85,10.23,317.31,12.04,578.0528418,184.212
2021,6,18,5.83,5.75,34.03,27.5,99.85,8.81,320.38,11.66,498.8195827,178.398
2021,6,19,6.93,6.78,33.64,32,99.91,7.26,331.62,15.34,411.8289128,234.702
2021,6,20,7.33,6.99,33.59,41.5,99.98,7.12,341.75,16.32,404.2361658,249.696
2021,6,21,7.35,7.08,34.14,38,100.01,5.41,335.88,16.09,306.6936033,246.177
2021,6,22,7.26,7.05,34.91,39.69,99.95,5.65,254.88,15.64,319.3069624,239.292
2021,6,23,7.4,7.17,33.98,46.25,100.01,5.65,215.19,16.7,320.4660951,255.51
2021,6,24,7.44,7.25,34.73,37.31,100.02,5.12,332,16.55,289.7262107,253.215
2021,6,25,7.83,7.61,36.33,24.62,99.84,2.77,168.56,17.46,155.6554052,267.138
2021,6,26,7.6,7.28,36.17,34.19,99.72,3.74,272.19,16.73,210.018873,255.969
2021,6,27,7.32,7.08,36.74,35.88,99.9,2.77,125.75,16.19,155.5428845,247.707
2021,6,28,7.44,7.05,36.26,49.75,100.02,3.03,128,16.33,170.611219,249.849
2021,6,29,7.23,6.87,35.58,54.62,100,2.62,91.25,15.96,147.8205833,244.188
2021,6,30,7.01,6.77,36.37,44.69,100.04,2.72,118.19,15.23,153.13213,233.019
2021,7,1,6.68,6.4,37.21,34.25,99.83,4.23,218.44,13.85,236.9998922,211.905
2021,7,2,7.16,6.9,37.94,33.44,99.62,6.32,333.38,15.58,352.5250784,238.374
2021,7,3,7.39,7.09,37.9,35.12,99.54,6.78,304,16.46,377.9284425,251.838
2021,7,4,7.46,7.14,37.55,29.44,99.6,5.62,253.69,15.89,313.8100542,243.117
2021,7,5,7.3,7,35.2,46,99.75,4.91,136.06,16.35,276.6705267,250.155
2021,7,6,7.21,6.88,35.08,47.12,99.81,2.19,162.38,16.21,123.5252431,248.013
2021,7,7,7.22,6.72,36.81,31.19,99.85,3.62,190.12,15.45,203.1250292,236.385
2021,7,8,7.11,6.66,37.65,28.88,99.87,4.71,266.88,15.53,263.62549,237.609
2021,7,9,7.21,6.88,37.55,32.75,99.52,5.75,316.12,16.01,320.8111189,244.953
2021,7,10,7.35,6.9,37.54,36.56,99.39,5.04,232.06,16.09,280.8396383,246.177
2021,7,11,6.92,6.63,37.57,37.12,99.52,2.99,191.44,15.3,166.8110441,234.09
2021,7,12,7.28,7.02,39.13,30.06,99.41,5.83,333.88,16.24,323.2711223,248.472
2021,7,13,6.92,6.71,38.05,41,99.34,5.98,182,15.37,332.5050185,235.161
2021,7,14,6.91,6.52,37.07,45,99.5,4.38,128.5,14.91,244.7033139,228.123
2021,7,15,7.11,6.78,36.58,42.88,99.48,3.13,146.38,15.77,175.1093334,241.281
2021,7,16,6.41,5.91,35.51,62.75,99.59,2.87,96.31,13.56,161.2982778,207.468
2021,7,17,6.85,5.68,35.29,60.25,99.74,6.66,117.12,14.66,375.1330704,224.298
2021,7,18,6.87,6.3,34.7,62.69,99.87,3.99,97.88,15.95,225.4660938,244.035
2021,7,19,7.1,6.56,36.14,54.5,99.7,2.41,155.38,16.8,135.3189987,257.04
2021,7,20,7.2,6.64,36.71,49.94,99.59,3.21,169.88,16.76,179.7081202,256.428
2021,7,21,6.68,6.3,37.08,59.44,99.6,4.05,123.12,15.33,226.4868658,234.549
