YEAR,MO,DY,CLRSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DWN,T2M,RH2M,PS,WS10M,WD10M,UVA,Wind Energy,Solar Energy
2022,10,4,6.32,6.33,28.66,20.38,94.2,2.72,90.75,14.09,147.8763201,215.577
2022,10,5,6.15,6.15,28.84,20.5,94.4,2.65,115.62,13.91,144.2905069,212.823
2022,10,6,6.3,6.32,29.89,13.06,94.24,1.76,97.19,14.26,95.33677155,218.178
2022,10,7,6.21,6.22,29.53,11.94,94.1,1.95,153.56,13.81,105.5973362,211.293
2022,10,8,6.4,6.41,28.87,12.75,94.14,3.06,92.25,14.11,166.1392977,215.883
2022,10,9,6.19,6.22,28.01,18.12,94.3,3.8,135.94,13.88,207.2575949,212.364
2022,10,10,6.38,6.4,28.3,17.94,94.47,3.41,154.12,14.47,186.1424644,221.391
2022,10,11,6.25,6.27,28.11,13.62,94.36,2.92,128.75,13.95,159.3095332,213.435
2022,10,12,6.28,6.31,27.15,17.81,94.35,3.81,54.44,13.95,208.5086138,213.435
2022,10,13,5.9,5.91,26.97,26.31,94.36,3.49,71.5,12.91,191.1308867,197.523
2022,10,14,5.94,5.96,26.87,20.94,94.32,2.93,125.25,13.41,160.4477602,205.173
2022,10,15,6.04,6.06,27.12,18.12,94.34,2.42,165.75,13.69,132.4377357,209.457
2022,10,16,6.09,6.11,26.91,16.31,94.51,3.41,166.62,13.62,187.0839326,208.386
2022,10,17,6.16,6.14,26.95,16.69,94.71,3.66,172.19,13.94,201.1978705,213.282
2022,10,18,5.86,5.84,27.23,14.38,94.59,2.8,168.88,12.59,153.5835483,192.627
2022,10,19,5.94,5.94,27.64,13.56,94.41,2.63,142.94,12.94,143.7880538,197.982
2022,10,20,5.9,5.93,27.19,14.62,94.38,2.51,167.56,12.7,137.3893191,194.31
2022,10,21,5.85,5.86,26.44,14,94.49,3.96,181.38,12.87,217.5535503,196.911
2022,10,22,5.8,5.83,25.97,14.12,94.73,4.16,160.38,12.72,229.4815998,194.616
2022,10,23,5.78,5.8,25.98,15,94.77,3.19,165.31,13.08,176.0410887,200.124
